Id,PostHistoryTypeId,PostId
162392,6,49869
162397,6,61141
162424,6,61152
162430,6,61146
162443,6,61155
162446,6,45216
162448,6,48405
162451,6,14495
162455,6,61152
162473,6,61161
162516,6,60358
162548,6,61160
162573,6,61201
162596,6,58691
162597,6,58811
162622,6,61168
162649,6,61224
162696,6,61245
162725,6,14202
162745,6,59709
162746,6,60262
162751,6,60835
162781,6,61271
162794,6,55140
162834,6,61291
162838,6,61283
162873,6,61289
162875,6,61289
162915,6,61298
162939,6,61325
163005,6,61347
163027,6,61341
163108,6,61337
163127,6,61390
163149,6,61364
163180,6,61378
163189,6,61395
163202,6,61408
163224,6,61408
163253,6,61425
163255,6,61395
163324,6,61413
163336,6,61455
163356,6,61443
163361,6,44195
163365,6,44352
163371,6,37641
163378,6,61419
163395,6,61468
163403,6,61471
163407,6,61464
163604,6,61540
163642,6,61549
163647,6,61550
163677,6,61538
163747,6,58280
163754,6,61577
163757,6,61571
163849,6,2544
163919,6,61615
163933,6,16105
163935,6,3518
163937,6,24290
163946,6,45352
163971,6,1700
164115,6,61672
164128,6,61679
164243,6,43359
164254,6,25260
164259,6,61713
164261,6,55848
164271,6,10228
164277,6,10827
164282,6,61708
164306,6,61723
164312,6,61725
164325,6,61725
164351,6,61682
164367,6,61751
164469,6,61785
164502,6,61792
164509,6,61797
164558,6,42967
164565,6,61789
164570,6,61790
164585,6,61826
164599,6,61826
164601,6,59611
164625,6,61839
164633,6,61843
164692,6,61859
164711,6,61872
164722,6,2212
164723,6,38482
164747,6,61890
164833,6,61911
164970,6,61909
165010,6,61967
165043,6,61921
165077,6,61947
165099,6,61999
165109,6,61995
165178,6,62011
165184,6,62009
165223,6,62033
165236,6,62038
165257,6,62045
165333,6,60155
165353,6,62073
165385,6,62086
165435,6,62094
165473,6,62062
165527,6,62059
165528,6,60698
165579,6,62087
165591,6,51086
165635,6,52275
165659,6,62166
165689,6,36401
165695,6,62173
165700,6,62171
165703,6,62177
165768,6,62203
165818,6,62148
165954,6,23338
165991,6,62249
165994,6,62239
166000,6,62280
166004,6,62239
166025,6,62273
166079,6,40209
166088,6,61445
166089,6,53890
166090,6,51611
166114,6,37477
166149,6,62316
166192,6,62315
166193,6,62328
166198,6,62340
166218,6,42210
166223,6,62354
166224,6,62354
166275,6,44387
166290,6,48729
166318,6,62362
166500,6,62438
166504,6,62441
166617,6,62483
166654,6,62495
166672,6,62502
166693,6,62512
166722,6,62518
166742,6,62518
166846,6,62562
166935,6,41655
166943,6,62591
166985,6,59941
167014,6,62612
167056,6,61294
167085,6,62622
167129,6,62658
167189,6,62679
167209,6,31183
167211,6,46340
167218,6,62664
167240,6,62691
167283,6,62686
167350,6,62719
167360,6,62725
167362,6,62719
167381,6,62721
167384,6,62731
167407,6,62729
167413,6,62719
167427,6,62738
167447,6,29553
167463,6,62753
167466,6,62753
167487,6,62760
167491,6,62728
167576,6,62795
167586,6,62800
167666,6,62774
167672,6,62756
167706,6,62833
167801,6,62844
167804,6,62862
167810,6,62863
167847,6,62876
167851,6,62691
167858,6,62691
167859,6,62872
167869,6,62877
167874,6,62847
167878,6,62880
167907,6,21286
167920,6,62878
167927,6,62883
167947,6,29553
167994,6,62907
168051,6,62919
168070,6,47506
168081,6,62941
168116,6,62951
168128,6,62935
168133,6,62927
168137,6,62928
168174,6,60872
168184,6,62907
168211,6,62988
168218,6,62862
168289,6,63021
168302,6,63033
168308,6,63023
168453,6,63074
168479,6,62802
168480,6,62758
168481,6,62019
168482,6,61349
168483,6,61299
168484,6,59261
168486,6,61510
168493,6,63085
168504,6,63064
168600,6,63131
168641,6,63137
168691,6,6529
168727,6,31427
168728,6,59014
168733,6,38117
168743,6,63175
168758,6,63180
168760,6,63180
168761,6,63175
168804,6,63184
168831,6,63202
168929,6,63246
168946,6,63217
168950,6,63180
169000,6,63260
169018,6,63189
169021,6,63121
169022,6,63118
169092,6,63212
169116,6,20620
169154,6,63142
169172,6,63314
169173,6,63314
169182,6,63226
169188,6,52422
169204,6,7498
169304,6,63358
169354,6,63382
169418,6,63406
169425,6,49674
169445,6,63415
169463,6,39478
169530,6,63447
169541,6,63346
169576,6,61637
169583,6,63464
169590,6,63109
169609,6,63469
169615,6,63329
169620,6,63219
169622,6,63207
169645,6,61631
169708,6,63489
169772,6,63507
169787,6,55680
169810,6,61539
169886,6,48695
169887,6,63553
169907,6,63558
170095,6,63483
170096,6,63605
170120,6,63633
170151,6,63648
170176,6,63488
170310,6,63708
170458,6,63765
170498,6,63777
170560,6,63713
170602,6,63713
170628,6,63798
170654,6,63779
170666,6,36274
170713,6,47356
170747,6,63824
170748,6,63859
170752,6,35488
170771,6,63859
170796,6,63878
170827,6,63877
170870,6,63473
170884,6,63897
171007,6,63939
171035,6,63890
171040,6,63923
171051,6,63270
171105,6,63974
171109,6,63974
171130,6,63926
171180,6,12196
171198,6,64005
171250,6,64013
171330,6,63734
171365,6,64066
171372,6,64060
171373,6,64065
171384,6,64072
171462,6,37083
171475,6,64068
171561,6,29559
171588,6,64128
171611,6,9248
171626,6,64154
171648,6,64158
171689,6,30334
171710,6,64177
171795,6,64208
171834,6,58528
171841,6,64220
171845,6,64212
171849,6,64180
171856,6,64181
171869,6,63772
171870,6,63434
171871,6,40097
171892,6,44062
171907,6,62833
171949,6,64038
172006,6,64103
172024,6,64282
172035,6,64284
172046,6,64290
172073,6,22946
172094,6,64301
172110,6,64309
172114,6,64300
172117,6,14168
172122,6,64271
172148,6,64307
172157,6,64327
172179,6,64331
172238,6,64357
172293,6,64377
172297,6,64372
172324,6,63723
172325,6,63984
172437,6,64371
172445,6,55538
172523,6,64456
172560,6,64465
172725,6,34590
172768,6,64485
172777,6,64515
172779,6,64508
172841,6,64565
172843,6,64561
172849,6,64371
172850,6,10844
172905,6,64588
172945,6,27146
172967,6,63977
172975,6,64608
173032,6,64627
173056,6,64632
173063,6,64588
173185,6,64271
173250,6,64703
173281,6,64716
173292,6,64711
173293,6,11
173299,6,64718
173316,6,64721
173386,6,64739
173389,6,31694
173393,6,64725
173479,6,64773
173523,6,64789
173555,6,64797
173559,6,64772
173603,6,34474
173606,6,64813
173630,6,64827
173641,6,64831
173642,6,10481
173644,6,6784
173674,6,64839
173689,6,61283
173742,6,30742
173760,6,64858
173789,6,64866
173795,6,55868
173803,6,64852
173821,6,64490
173851,6,6092
173852,6,64885
173861,6,64890
173923,6,64903
173937,6,64905
173945,6,5466
173992,6,64857
174029,6,64942
174034,6,64935
174111,6,64964
174120,6,64968
174155,6,64951
174156,6,35951
174159,6,64923
174225,6,64986
174227,6,64950
174231,6,6804
174242,6,64997
174267,6,64155
174276,6,64284
174279,6,34572
174280,6,34579
174281,6,65004
174287,6,65007
174335,6,65019
174362,6,65030
174475,6,65057
174532,6,48299
174548,6,620
174550,6,1148
174552,6,4555
174554,6,7377
174556,6,8570
174558,6,9553
174562,6,21154
174564,6,22316
174566,6,49849
174568,6,59014
174581,6,64936
174588,6,65069
174601,6,65054
174614,6,65083
174645,6,21010
174647,6,36423
174649,6,58996
174656,6,46325
174671,6,20484
174681,6,65123
174686,6,49426
174690,6,58770
174695,6,46020
174700,6,43077
174703,6,42438
174705,6,42438
174706,6,4420
174707,6,41593
174709,6,38904
174711,6,36980
174716,6,25175
174718,6,26969
174720,6,29635
174722,6,24197
174728,6,23068
174750,6,10406
174752,6,13197
174754,6,15634
174770,6,8209
174771,6,167
174773,6,540
174775,6,7043
174777,6,25644
174779,6,25671
174786,6,30496
174788,6,31962
174799,6,20317
174801,6,21234
174803,6,27101
174806,6,3306
174808,6,11162
174810,6,11234
174816,6,9396
174818,6,8231
174834,6,2134
174844,6,10718
174847,6,32889
174849,6,12218
174851,6,42283
174853,6,56850
174855,6,65155
174872,6,8241
174874,6,30514
174876,6,46746
174881,6,43065
174883,6,43787
174885,6,46761
174887,6,48322
174898,6,61071
174900,6,63127
174902,6,65054
174904,6,26908
174971,6,65149
174977,6,65180
174990,6,65168
174992,6,65138
175011,6,65200
175016,6,65200
175020,6,7446
175021,6,65112
175105,6,64662
175133,6,56225
175135,6,46756
175137,6,11237
175139,6,64950
175141,6,7342
175143,6,6588
175215,6,65258
175217,6,65264
175221,6,65257
175223,6,65246
175253,6,65251
175286,6,59632
175302,6,64912
175335,6,64925
175367,6,65317
175443,6,65341
175457,6,8231
175458,6,56850
175459,6,10718
175470,6,37265
175551,6,65325
175561,6,65351
175564,6,65346
175590,6,65379
175594,6,65387
175629,6,65400
175647,6,65369
175649,6,65392
175721,6,65430
175744,6,63708
175825,6,65402
175828,6,65450
175834,6,65429
175840,6,65439
175845,6,65429
175870,6,65470
175872,6,65471
175892,6,65476
175956,6,65500
175966,6,65476
175982,6,65505
176073,6,65542
176085,6,65541
176113,6,65553
176164,6,65567
176206,6,64490
176289,6,64903
176321,6,65599
176326,6,65521
176428,6,65625
176506,6,65683
176520,6,65681
176583,6,65705
176601,6,65653
176616,6,65711
176648,6,65718
176676,6,65729
176735,6,65736
176740,6,65751
176751,6,65753
176752,6,65740
176754,6,41899
176769,6,65759
176783,6,65760
176786,6,65761
176802,6,65764
176809,6,65765
176834,6,65554
176869,6,65787
176898,6,65801
176906,6,65763
176916,6,65792
176931,6,65788
176955,6,65819
176988,6,59694
177022,6,65780
177048,6,65852
177059,6,65843
177071,6,65806
177074,6,65843
177095,6,65858
177116,6,65873
177119,6,65866
177127,6,65751
177130,6,65803
177143,6,65779
177147,6,65858
177176,6,65884
177208,6,65856
177277,6,65913
177278,6,65283
177302,6,62300
177345,6,65929
177449,6,65957
177471,6,65979
177508,6,65924
177523,6,63921
177528,6,65996
177754,6,66094
177776,6,66066
177821,6,66077
177824,6,66110
177831,6,66109
177833,6,66108
177875,6,66086
177883,6,66066
177906,6,66130
177914,6,66029
177920,6,66014
177941,6,65971
177946,6,65963
177954,6,65906
177978,6,59850
177980,6,59850
177993,6,66137
177999,6,66141
178022,6,66003
178038,6,66158
178039,6,66150
178053,6,66171
178071,6,66183
178084,6,66187
178179,6,66219
178266,6,66239
178272,6,66244
178286,6,66255
178289,6,66255
178331,6,66239
178334,6,66272
178335,6,66275
178349,6,66276
178359,6,66280
178401,6,66125
178403,6,17610
178404,6,66297
178433,6,58172
178440,6,66302
178452,6,66302
178508,6,66321
178512,6,66322
178515,6,66322
178534,6,65919
178563,6,66288
178622,6,66275
178632,6,66354
178633,6,66356
178634,6,63664
178654,6,66364
178663,6,66367
178734,6,47775
178743,6,66395
178750,6,66398
178766,6,65952
178822,6,66433
178825,6,65959
178858,6,66446
178907,6,66459
178916,6,64001
178925,6,66414
179003,6,65544
179033,6,66504
179051,6,66173
179077,6,66489
179082,6,66524
179102,6,49869
179108,6,66527
179173,6,66511
179180,6,66538
179189,6,66541
179196,6,66548
179200,6,61975
179226,6,66555
179231,6,66554
179237,6,4069
179279,6,50296
179317,6,66563
179333,6,66588
179373,6,66594
179431,6,66622
179437,6,66611
179451,6,66582
179466,6,66478
179476,6,66601
179492,6,66611
179500,6,66624
179507,6,66603
179516,6,66609
179551,6,66653
179605,6,66678
179621,6,66498
179638,6,65907
179644,6,66688
179696,6,66674
179735,6,66672
179811,6,66760
179864,6,66652
179866,6,66657
179869,6,66658
179875,6,66677
179884,6,66698
179886,6,66699
179887,6,66701
179889,6,66718
179899,6,66746
179902,6,66753
179928,6,66786
179936,6,66685
179946,6,66763
179996,6,66797
180050,6,28848
180062,6,66835
180113,6,66815
180152,6,66283
180212,6,66867
180315,6,66934
180361,6,66950
180368,6,66959
180394,6,66966
180422,6,66978
180441,6,60836
180481,6,66995
180498,6,67008
180503,6,66980
180531,6,66533
180537,6,67006
180569,6,67029
180577,6,67036
180578,6,66919
180582,6,67018
180584,6,67003
180591,6,66991
180621,6,67047
180627,6,67051
180632,6,67040
180645,6,67054
180647,6,67055
180659,6,67063
180664,6,60579
180668,6,67063
180675,6,67032
180772,6,66134
180774,6,67101
180803,6,67102
180845,6,67095
180849,6,66872
180857,6,67096
180865,6,66997
180898,6,66988
180903,6,66993
180908,6,67000
180926,6,67132
180938,6,66870
180952,6,66920
180958,6,67148
180967,6,66810
180984,6,66751
180987,6,66705
180989,6,67155
181055,6,67164
181136,6,67209
181167,6,66533
181220,6,67194
181247,6,67076
181320,6,66652
181336,6,67258
181352,6,43867
181354,6,66158
181358,6,6783
181362,6,67264
181384,6,65854
181387,6,67251
181394,6,67282
181397,6,66777
181398,6,64455
181443,6,61294
181481,6,66920
181587,6,63458
181598,6,67373
181687,6,28583
181688,6,16453
181692,6,19846
181693,6,20799
181694,6,30458
181695,6,30539
181696,6,31164
181697,6,39782
181699,6,40145
181700,6,42211
181701,6,48946
181702,6,55290
181706,6,15617
181707,6,58486
181709,6,61336
181710,6,65910
181718,6,8570
181720,6,56850
181721,6,8231
181722,6,65544
181723,6,10718
181771,6,67411
181823,6,67437
181865,6,67473
181876,6,67473
182014,6,67286
182018,6,67312
182024,6,67353
182028,6,67360
182050,6,67432
182058,6,67426
182063,6,67393
182068,6,67382
182072,6,67133
182081,6,58996
182210,6,67599
182214,6,67514
182221,6,67599
182290,6,67637
182400,6,67676
182435,6,53054
182465,6,67692
182508,6,67686
182509,6,37747
182521,6,67686
182617,6,67749
182789,6,67820
182813,6,67819
182857,6,67831
182885,6,67753
182899,6,67685
182907,6,67678
182924,6,67280
183062,6,67905
183083,6,67916
183148,6,67718
183149,6,67945
183162,6,37961
183173,6,67953
183181,6,66628
183185,6,67890
183187,6,67956
183188,6,67927
183189,6,67927
183197,6,67702
183219,6,50611
183357,6,68025
183386,6,67750
183417,6,67973
183475,6,68051
183534,6,67596
183579,6,68012
183684,6,65936
183737,6,68142
183749,6,68151
183817,6,68022
183822,6,68175
183884,6,66470
183910,6,67693
183925,6,68209
183927,6,67828
183933,6,66935
183937,6,68220
183946,6,37602
183961,6,68192
183969,6,68212
184039,6,68257
184049,6,68250
184161,6,68303
184178,6,68296
184181,6,68290
184184,6,68278
184191,6,68273
184204,6,12718
184239,6,68316
184252,6,68322
184272,6,68330
184325,6,68343
184344,6,68347
184416,6,68367
184428,6,68377
184468,6,68397
184475,6,68394
184510,6,68407
184562,6,65972
184569,6,65004
184581,6,66978
184656,6,68445
184665,6,67937
184692,6,67831
184712,6,68472
184715,6,68467
184716,6,67095
184741,6,68476
184798,6,68502
184872,6,68526
184890,6,68531
184911,6,68540
185049,6,68568
185053,6,68519
185106,6,66181
185123,6,68631
185155,6,66591
185220,6,68648
185223,6,68640
185254,6,68491
185258,6,68648
185259,6,68658
185274,6,68587
185275,6,42166
185280,6,68570
185295,6,68519
185298,6,68499
185399,6,68677
185409,6,68387
185417,6,68681
185422,6,67883
185448,6,68681
185458,6,68715
185479,6,68711
185544,6,68750
185566,6,68767
185610,6,66181
185666,6,64222
185668,6,55501
185669,6,47362
185670,6,32749
185681,6,66666
185695,6,68761
185710,6,68805
185728,6,4980
185740,6,67769
185741,6,52350
185742,6,26896
185744,6,68826
185752,6,68820
185754,6,68807
185764,6,66633
185770,6,66628
185775,6,66181
185801,6,68841
185809,6,68840
185829,6,68826
185886,6,67849
186017,6,68918
186024,6,68893
186035,6,68910
186062,6,68885
186066,6,68904
186069,6,68909
186074,6,68932
186082,6,68934
186207,6,68961
186235,6,68978
186249,6,68988
186251,6,29969
186272,6,69001
186278,6,31712
186284,6,69003
186288,6,69003
186298,6,67009
186365,6,69031
186477,6,69083
186480,6,69083
186506,6,67984
186524,6,68809
186527,6,68971
186529,6,42166
186543,6,60085
186652,6,69109
186724,6,69120
186832,6,69201
186871,6,69211
186890,6,69230
186931,6,69141
186941,6,69135
186959,6,69224
186961,6,69241
186964,6,69239
186971,6,69257
187008,6,69269
187020,6,69271
187047,6,69281
187074,6,69285
187083,6,69282
187118,6,69299
187199,6,69331
187255,6,69335
187268,6,69351
187325,6,69355
187345,6,68354
187389,6,69392
187555,6,69446
187573,6,69434
187594,6,69461
187601,6,69455
187642,6,38772
187689,6,69489
187732,6,69509
187810,6,69534
187919,6,69114
187929,6,69581
187972,6,61628
188083,6,69650
188102,6,69141
188237,6,65674
188324,6,69739
188395,6,69606
188397,6,69591
188463,6,69781
188560,6,69794
188561,6,69815
188570,6,69807
188578,6,69814
188580,6,17610
188585,6,69818
188599,6,69818
188603,6,69817
188604,6,69806
188606,6,69720
188652,6,69829
188675,6,69835
188693,6,69565
188723,6,68945
188756,6,69804
188812,6,66125
188816,6,69876
188898,6,69854
188905,6,69886
189004,6,69932
189052,6,34261
189073,6,69942
189096,6,62699
189109,6,37602
189113,6,69961
189124,6,69965
189149,6,61337
189180,6,63158
189207,6,70002
189227,6,70010
189237,6,70012
189242,6,69973
189254,6,70019
189261,6,37691
189262,6,69930
189270,6,69957
189274,6,70025
189285,6,69895
189292,6,67001
189318,6,70037
189321,6,65555
189322,6,65132
189331,6,68059
189352,6,70044
189354,6,70046
189356,6,70044
189358,6,65507
189370,6,38772
189399,6,65533
189403,6,7825
189404,6,46410
189424,6,70076
189430,6,70071
189461,6,69929
189463,6,70076
189527,6,33043
189579,6,70127
189618,6,40547
189701,6,33413
189702,6,29918
189725,6,167
189755,6,70167
189763,6,70167
189770,6,70137
189771,6,68693
189787,6,70158
189852,6,70158
189854,6,70138
189861,6,56689
189883,6,70223
189885,6,70025
189907,6,70237
189909,6,70237
189914,6,69817
189916,6,62059
189919,6,60485
189983,6,40883
190021,6,70271
190111,6,70312
190141,6,70309
190165,6,69778
190218,6,69886
190230,6,70347
190326,6,70363
190466,6,54515
190499,6,69269
190513,6,70435
190542,6,70450
190549,6,70442
190592,6,70448
190655,6,2007
190696,6,70508
190700,6,68742
190704,6,70494
190711,6,70513
190712,6,62706
190713,6,69474
190714,6,70333
190738,6,70478
190741,6,2007
190753,6,47584
190766,6,64570
190952,6,70425
190960,6,70553
190964,6,59025
191043,6,64731
191125,6,70667
191155,6,67749
191187,6,70674
191195,6,68811
191197,6,68811
191205,6,70691
191221,6,70695
191223,6,59245
191244,6,70633
191346,6,70673
191364,6,70736
191470,6,69804
191490,6,70794
191563,6,70798
191584,6,70306
191588,6,70815
191760,6,70876
191762,6,70875
191768,6,70897
191771,6,70841
191773,6,70877
191861,6,67137
191864,6,70910
191866,6,70910
191887,6,70841
191980,6,70956
192074,6,70986
192158,6,71022
192224,6,71047
192355,6,71093
192370,6,71080
192425,6,71044
192426,6,71081
192455,6,62812
192477,6,71109
192588,6,71159
192614,6,71159
192651,6,68034
192658,6,64914
192703,6,71181
192705,6,70937
192741,6,62800
192788,6,71189
192855,6,71235
192857,6,71221
192858,6,2781
192880,6,71240
192882,6,70408
192883,6,56313
192887,6,70408
192906,6,68807
192926,6,70847
192962,6,71283
193020,6,71225
193057,6,71307
193205,6,71367
193214,6,27306
193341,6,70645
193349,6,71424
193352,6,71402
193355,6,71372
193356,6,71363
193359,6,71359
193370,6,71334
193375,6,71332
193388,6,69502
193391,6,34214
193393,6,71432
193395,6,32485
193423,6,71433
193469,6,71457
193561,6,71494
193566,6,71489
193694,6,71520
193699,6,71511
193703,6,71505
193724,6,71529
193753,6,71549
193791,6,71566
193832,6,71487
193957,6,71621
193977,6,71622
194020,6,71585
194051,6,71027
194056,6,71641
194059,6,71622
194107,6,71585
194145,6,70718
194163,6,68805
194217,6,64671
194262,6,54531
194333,6,71737
194341,6,64480
194390,6,66785
194426,6,71528
194430,6,71775
194439,6,60373
194471,6,71784
194543,6,71805
194590,6,71841
194713,6,59245
194729,6,26114
194863,6,70330
194917,6,71950
194923,6,70968
194948,6,70389
194952,6,71891
194976,6,71972
195012,6,71992
195065,6,71935
195074,6,71943
195099,6,6051
195101,6,72017
195110,6,72010
195112,6,71036
195115,6,72023
195118,6,71935
195142,6,71814
195169,6,67795
195183,6,72025
195192,6,72039
195203,6,71937
195209,6,72027
195213,6,72039
195218,6,72038
195221,6,71928
195224,6,72042
195239,6,71944
195268,6,72039
195348,6,72070
195448,6,70854
195490,6,71134
195542,6,72178
195549,6,66989
195571,6,72175
195594,6,72152
195619,6,72198
195622,6,4323
195640,6,72206
195644,6,72206
195671,6,72224
195718,6,72226
195740,6,72234
195767,6,40841
195797,6,72046
195832,6,72284
195878,6,72303
195950,6,70854
195983,6,72191
196014,6,72334
196021,6,72328
196058,6,72161
196060,6,72154
196064,6,72145
196088,6,70736
196234,6,68861
196301,6,352
196350,6,72121
196379,6,63202
196381,6,72451
196382,6,71805
196406,6,40705
196424,6,9515
196441,6,72452
196470,6,65305
196500,6,72172
196525,6,72535
196528,6,71082
196582,6,72549
196603,6,72555
196641,6,72549
196692,6,72605
196737,6,72619
196755,6,40423
196835,6,72658
196878,6,71805
196930,6,48526
196951,6,72647
196975,6,72722
197000,6,72727
197071,6,69377
197119,6,72766
197161,6,72691
197167,6,54767
197173,6,48677
197175,6,15465
197179,6,49378
197241,6,72771
197277,6,72802
197303,6,72772
197438,6,72838
197474,6,72607
197525,6,48546
197556,6,70504
197563,6,72851
197678,6,72867
197731,6,72953
197756,6,72964
197761,6,72966
197774,6,72925
197783,6,38327
197791,6,72794
197803,6,72935
197834,6,72993
197845,6,72956
197937,6,73029
197972,6,73039
197979,6,73044
198057,6,73048
198086,6,63160
198087,6,44594
198260,6,73124
198262,6,35076
198272,6,73138
198320,6,73160
198381,6,73186
198434,6,73118
198494,6,73216
198498,6,72978
198507,6,73159
198521,6,9865
198542,6,73229
198546,6,73224
198552,6,29553
198564,6,73233
198607,6,73186
198649,6,72935
198672,6,73272
198716,6,73292
198827,6,73239
198974,6,72334
199052,6,73376
199053,6,73298
199054,6,73298
199087,6,73431
199093,6,30361
199204,6,73472
199228,6,73440
199241,6,73473
199248,6,73489
199264,6,73493
199525,6,73588
199540,6,64619
199546,6,73576
199579,6,73589
199583,6,73555
199627,6,73613
199632,6,73615
199692,6,70488
199712,6,73611
199721,6,31646
199728,6,73350
199735,6,73516
199740,6,73473
199742,6,73451
199745,6,73434
199748,6,73404
199751,6,73396
199753,6,73374
199754,6,70401
199776,6,73650
199790,6,73658
199808,6,73516
199814,6,73638
199889,6,73510
199961,6,73728
199965,6,73699
200010,6,38205
200270,6,73795
200288,6,73832
200294,6,73825
200295,6,73809
200300,6,73842
200319,6,73859
200329,6,73730
200333,6,73723
200377,6,73873
200379,6,69594
200454,6,17381
200466,6,73900
200469,6,37313
200583,6,73940
200591,6,73947
200611,6,52216
200643,6,73774
200649,6,73954
200661,6,73970
200664,6,73960
200669,6,73938
200673,6,73913
200718,6,73576
200736,6,73985
200742,6,73995
200744,6,73979
200797,6,74011
200861,6,74037
200883,6,66761
200916,6,74044
200965,6,74044
200974,6,74057
200977,6,74057
200980,6,74038
200987,6,74073
201101,6,72647
201102,6,67820
201103,6,67820
201108,6,19400
201135,6,74120
201143,6,34214
201168,6,74128
201169,6,10853
201170,6,73985
201171,6,73985
201223,6,74137
201225,6,74159
201226,6,74137
201249,6,74163
201251,6,74106
201252,6,74114
201256,6,74168
201299,6,72742
201375,6,74195
201377,6,66345
201380,6,74200
201442,6,16274
201472,6,74234
201473,6,74225
201678,6,74300
201689,6,74335
201713,6,74351
201729,6,74353
201751,6,69137
201758,6,74356
201793,6,73112
201806,6,74387
201818,6,65198
201828,6,74386
201919,6,74309
201940,6,74413
201986,6,74440
201990,6,73074
201993,6,73074
202015,6,74447
202083,6,69695
202106,6,74472
202128,6,74483
202134,6,4572
202199,6,74509
202205,6,74484
202223,6,74515
202247,6,74526
202269,6,20137
202298,6,74529
202333,6,73545
202334,6,74293
202338,6,18859
202368,6,74560
202375,6,74559
202393,6,74568
202406,6,42239
202437,6,74560
202440,6,74560
202478,6,47643
202553,6,74602
202629,6,74653
202914,6,74703
202926,6,74783
202929,6,74788
202963,6,74796
202974,6,70126
203007,6,74806
203032,6,74808
203082,6,74831
203107,6,74835
203182,6,20198
203218,6,74881
203243,6,11957
203407,6,74931
203566,6,74964
203618,6,74904
203629,6,75025
203746,6,71166
203772,6,75087
203811,6,75094
203814,6,75090
203822,6,75002
203836,6,68910
203838,6,31877
203851,6,68910
203855,6,31877
203856,6,75066
203867,6,75017
203873,6,75017
203923,6,75120
203999,6,75164
204071,6,75186
204089,6,64935
204091,6,75199
204110,6,75199
204111,6,75204
204113,6,71271
204122,6,75206
204149,6,75210
204156,6,75180
204189,6,75219
204191,6,75204
204194,6,75186
204204,6,47550
204239,6,75238
204248,6,9976
204254,6,74895
204260,6,75250
204270,6,65163
204359,6,75041
204362,6,75283
204390,6,75279
204406,6,74986
204407,6,75305
204410,6,75299
204436,6,75314
204456,6,74931
204465,6,75318
204482,6,75321
204491,6,75325
204492,6,75327
204544,6,75343
204560,6,75353
204593,6,75358
204618,6,75061
204664,6,75367
204712,6,47550
204723,6,47550
204746,6,65765
204792,6,74602
204805,6,75436
204809,6,75393
204814,6,75059
204834,6,68530
204861,6,70786
204868,6,63562
204906,6,75457
205000,6,75475
205013,6,75474
205016,6,26237
205017,6,75516
205038,6,75527
205080,6,75542
205095,6,73357
205110,6,75548
205139,6,75562
205235,6,75593
205256,6,75604
205287,6,75590
205377,6,75643
205382,6,75631
205408,6,27397
205413,6,68658
205414,6,63227
205418,6,75465
205686,6,75750
205706,6,56446
205761,6,30673
205767,6,40908
205783,6,75733
205899,6,75852
205905,6,75704
205908,6,74868
205915,6,75717
205919,6,75717
205930,6,75859
205931,6,75851
205934,6,75712
205946,6,75851
205954,6,75833
205967,6,75014
206014,6,75871
206045,6,75884
206075,6,75688
206135,6,12055
206147,6,73625
206149,6,73110
206153,6,68576
206159,6,54181
206161,6,38977
206163,6,37159
206165,6,13035
206168,6,12750
206172,6,12535
206173,6,9261
206174,6,2700
206175,6,970
206177,6,73601
206197,6,75895
206255,6,75899
206260,6,75941
206272,6,75881
206301,6,75162
206335,6,75970
206349,6,22871
206359,6,73821
206365,6,75949
206381,6,75969
206402,6,75877
206426,6,71613
206430,6,75747
206444,6,75982
206610,6,76054
206619,6,76062
206622,6,76065
206667,6,76078
206704,6,76084
206709,6,76072
206734,6,76084
206739,6,76084
206747,6,76110
206763,6,76118
206777,6,27397
206779,6,76111
206788,6,76128
206811,6,76081
206813,6,76124
206817,6,75976
206823,6,75398
206829,6,76093
206832,6,75577
206836,6,75774
206840,6,75970
206867,6,75946
206871,6,76025
206887,6,25789
206914,6,3841
206920,6,75875
206965,6,76112
207000,6,76163
207001,6,38271
207007,6,76146
207083,6,7489
207191,6,76229
207207,6,76151
207220,6,76066
207224,6,76151
207257,6,68750
207334,6,76018
207349,6,76079
207371,6,55381
207393,6,68306
207397,6,76291
207422,6,75889
207429,6,76312
207444,6,76143
207453,6,40864
207480,6,76337
207539,6,72451
207596,6,1366
207630,6,76203
207633,6,76356
207638,6,46779
207644,6,74515
207655,6,76402
207669,6,76403
207715,6,76416
208293,6,68007
208310,6,76594
208342,6,76618
208510,6,76618
208685,6,59083
208904,6,72984
208911,6,72119
208998,6,74669
209018,6,70071
209020,6,64605
209037,6,70664
209041,6,69920
209060,6,75885
209138,6,73357
209168,6,76885
209172,6,76874
209188,6,69576
209207,6,76354
209212,6,76889
209263,6,76921
209264,6,76914
209290,6,76928
209291,6,73986
209305,6,76623
209314,6,76815
209324,6,76932
209408,6,76973
209467,6,76981
209500,6,77007
209501,6,76994
209559,6,77029
209576,6,76435
209651,6,76914
209684,6,76638
209690,6,77058
209731,6,76963
209876,6,77084
209886,6,77081
209967,6,77137
209970,6,68939
210002,6,77138
210012,6,77071
210027,6,77126
210047,6,72280
210122,6,77183
210147,6,77195
210150,6,77165
210168,6,77195
210204,6,77215
210205,6,77195
210247,6,77220
210267,6,75885
210272,6,77219
210274,6,77204
210321,6,77249
210346,6,77218
210375,6,66447
210413,6,21953
210441,6,77290
210449,6,77081
210513,6,77314
210517,6,36382
210526,6,77312
210527,6,66824
210535,6,39044
210539,6,77323
210546,6,76914
