Id,PostHistoryTypeId,PostId
19152,6,8760
19155,6,8712
19184,6,8785
19213,6,8606
19214,6,8794
19226,6,8801
19236,6,8733
19336,6,6001
19347,6,8834
19349,6,8822
19371,6,8865
19398,6,8875
19411,6,3934
19421,6,8143
19422,6,8143
19428,6,8143
19429,6,8884
19430,6,8877
19431,6,3934
19432,6,8819
19441,6,3557
19451,6,8890
19468,6,8898
19482,6,8900
19493,6,8905
19495,6,3557
19512,6,8905
19526,6,8235
19547,6,8896
19548,6,8896
19586,6,7709
19596,6,8642
19628,6,8977
19631,6,8952
19651,6,8980
19655,6,8299
19658,6,8986
19696,6,9000
19702,6,8740
19741,6,9023
19748,6,9031
19750,6,9031
19772,6,9040
19780,6,8205
19837,6,9070
19838,6,9070
19855,6,9056
19867,6,8740
19875,6,9050
19877,6,9080
19892,6,9031
19894,6,9017
19900,6,8918
19901,6,9060
19906,6,8441
19918,6,6
19924,6,34
19927,6,1763
19930,6,1649
19943,6,1763
19954,6,9096
19973,6,1325
19986,6,83
19988,6,95
19993,6,343
19995,6,6092
19998,6,459
20004,6,517
20006,6,583
20009,6,617
20014,6,622
20016,6,642
20020,6,847
20021,6,2243
20023,6,856
20025,6,2522
20028,6,2554
20032,6,2580
20041,6,4959
20042,6,9116
20048,6,5634
20052,6,8325
20056,6,9047
20058,6,5911
20088,6,894
20108,6,6558
20110,6,8008
20121,6,9070
20135,6,8709
20171,6,9159
20180,6,9003
20187,6,8201
20193,6,9168
20195,6,7444
20196,6,7444
20204,6,9173
20225,6,9178
20226,6,9136
20245,6,24
20269,6,9181
20294,6,9206
20331,6,7014
20351,6,9232
20362,6,3531
20396,6,8760
20405,6,9116
20417,6,9259
20418,6,9259
20419,6,9259
20428,6,9262
20432,6,9262
20445,6,9265
20471,6,9186
20545,6,9265
20546,6,9304
20547,6,9282
20569,6,9317
20591,6,9329
20597,6,9317
20616,6,9343
20635,6,4103
20661,6,8741
20717,6,9372
20718,6,9364
20720,6,9357
20724,6,9349
20725,6,8896
20744,6,9398
20752,6,9405
20773,6,9414
20776,6,9414
20823,6,9424
20841,6,9432
20845,6,9417
20862,6,9432
20888,6,9405
20906,6,9470
20947,6,9443
20959,6,8870
20976,6,9463
20997,6,9511
21004,6,9510
21022,6,9519
21164,6,9581
21174,6,9512
21188,6,9571
21190,6,9596
21192,6,9596
21222,6,9592
21223,6,9592
21234,6,9606
21239,6,9620
21303,6,9642
21304,6,8566
21309,6,8554
21312,6,9525
21481,6,4448
21484,6,9735
21539,6,9752
21541,6,9757
21554,6,7552
21560,6,9630
21562,6,9764
21584,6,9775
21586,6,9775
21600,6,9781
21621,6,9785
21622,6,9622
21623,6,9757
21624,6,9622
21646,6,9752
21660,6,9806
21662,6,9764
21677,6,9812
21686,6,9816
21702,6,3549
21706,6,9820
21709,6,9816
21714,6,9817
21715,6,3549
21717,6,9816
21731,6,9835
21750,6,3750
21759,6,9757
21787,6,9861
21798,6,9865
21800,6,9857
21819,6,9869
21821,6,9869
21833,6,9877
21834,6,9854
21852,6,9885
21860,6,9885
21862,6,9882
21864,6,9886
21870,6,9888
21891,6,9900
21893,6,7071
21923,6,9900
21985,6,9941
21995,6,5603
22065,6,9978
22066,6,9978
22071,6,1708
22074,6,9978
22110,6,9962
22114,6,9976
22116,6,9972
22143,6,10004
22146,6,9900
22147,6,9954
22173,6,9938
22184,6,10024
22215,6,9920
22222,6,10043
22227,6,10031
22228,6,10044
22229,6,10045
22231,6,9922
22232,6,10044
22233,6,10044
22236,6,9941
22238,6,9477
22264,6,6302
22267,6,6302
22272,6,10020
22287,6,10043
22293,6,10075
22300,6,9432
22308,6,10079
22349,6,10099
22353,6,10094
22403,6,10121
22411,6,10128
22430,6,10136
22473,6,9159
22504,6,10171
22570,6,10188
22616,6,10045
22617,6,10217
22629,6,9560
22635,6,9560
22636,6,10143
22637,6,9560
22645,6,9560
22651,6,10237
22664,6,10243
22666,6,10243
22670,6,10243
22676,6,10244
22691,6,10128
22695,6,10075
22708,6,5699
22738,6,10264
22740,6,10252
22759,6,10271
22777,6,10195
22817,6,10291
22847,6,10287
22858,6,10311
22859,6,10308
22863,6,10258
22871,6,10319
22887,6,10319
22902,6,10334
22905,6,10331
22918,6,10290
22984,6,10283
22991,6,10304
22993,6,10363
23033,6,10387
23034,6,10390
23044,6,10402
23045,6,10395
23049,6,10406
23050,6,10406
23054,6,10136
23067,6,7390
23075,6,10410
23078,6,4305
23079,6,10383
23081,6,10379
23104,6,10406
23114,6,2345
23117,6,10392
23126,6,10434
23145,6,10440
23152,6,10440
23256,6,10494
23260,6,10494
23269,6,1437
23288,6,10487
23290,6,10465
23300,6,10509
23304,6,9143
23305,6,10458
23308,6,10178
23317,6,10483
23323,6,10392
23375,6,2280
23385,6,10524
23470,6,10583
23474,6,10573
23481,6,10572
23484,6,10373
23491,6,10590
23510,6,10092
23517,6,10597
23525,6,10573
23558,6,10618
23585,6,10597
23596,6,10635
23623,6,10644
23628,6,6339
23638,6,10655
23655,6,8409
23656,6,10659
23662,6,10664
23671,6,10667
23673,6,10667
23689,6,10675
23815,6,10739
23822,6,10718
23878,6,2936
23882,6,10739
23893,6,10779
23897,6,10759
23922,6,10797
23930,6,6522
23938,6,10804
23948,6,10808
23967,6,10797
24001,6,10832
24049,6,6808
24061,6,10853
24090,6,10861
24093,6,10866
24094,6,10853
24108,6,6192
24132,6,10827
24135,6,10881
24142,6,10833
24154,6,10862
24170,6,8976
24204,6,10542
24215,6,10586
24339,6,10912
24353,6,10947
24363,6,10998
24384,6,11015
24398,6,11020
24442,6,11043
24463,6,11049
24470,6,10970
24477,6,9516
24479,6,11031
24480,6,11049
24481,6,11020
24482,6,6723
24513,6,11017
24533,6,2428
24535,6,11015
24563,6,11098
24572,6,11101
24577,6,11015
24584,6,7529
24594,6,10481
24596,6,10937
24597,6,959
24599,6,5951
24637,6,11130
24710,6,11162
24718,6,11162
24748,6,11184
24865,6,11240
24910,6,10652
24913,6,11255
24920,6,9491
24922,6,11264
25048,6,11319
25075,6,11334
25080,6,4246
25086,6,11322
25095,6,11322
25097,6,11316
25107,6,11316
25143,6,11368
25216,6,11406
25252,6,11417
25270,6,11336
25271,6,11432
25284,6,11437
25291,6,11387
25318,6,11448
25324,6,11442
25325,6,11453
25344,6,11460
25345,6,11437
25374,6,11470
25376,6,11465
25377,6,11465
25385,6,11470
25397,6,11485
25414,6,2606
25416,6,10036
25421,6,9290
25424,6,2153
25433,6,8226
25436,6,10792
25443,6,33
25454,6,11206
25501,6,11482
25526,6,8231
25549,6,11534
25554,6,11529
25564,6,11537
25567,6,11538
25571,6,11537
25601,6,11552
25640,6,11570
25653,6,11573
25664,6,11580
25669,6,11490
25672,6,11570
25719,6,11606
25720,6,11592
25729,6,11611
25731,6,11610
25746,6,11508
25766,6,11626
25768,6,167
25787,6,11635
25799,6,11633
25807,6,11634
25843,6,11470
25851,6,4305
25863,6,11473
25881,6,11676
25883,6,11673
25951,6,4945
25968,6,11651
25973,6,11651
25977,6,11699
25990,6,11461
26047,6,2540
26049,6,11746
26071,6,11760
26083,6,11767
26102,6,11774
26114,6,11776
26166,6,11729
26175,6,11760
26177,6,11804
26188,6,11729
26189,6,11793
26190,6,11758
26201,6,5537
26202,6,11816
26212,6,11819
26245,6,11830
26295,6,11819
26296,6,11819
26304,6,11748
26307,6,11730
26318,6,11859
26319,6,11863
26332,6,11709
26340,6,10693
26352,6,9912
26398,6,11899
26400,6,11738
26462,6,11920
26526,6,10947
26581,6,5537
26590,6,11989
26591,6,11988
26606,6,11989
26625,6,11976
26640,6,12009
26642,6,9335
26647,6,12014
26654,6,11850
26687,6,11976
26759,6,12043
26794,6,11993
26884,6,12139
26885,6,12139
26898,6,11934
26904,6,12041
26965,6,12182
27036,6,12198
27040,6,12206
27047,6,12162
27108,6,12241
27111,6,12187
27116,6,11830
27137,6,12199
27144,6,12237
27153,6,12055
27154,6,12055
27155,6,12177
27190,6,12281
27205,6,7264
27216,6,12269
27231,6,12302
27264,6,12312
27266,6,12282
27357,6,10786
27358,6,10728
27359,6,10683
27382,6,12355
27387,6,12324
27394,6,12358
27400,6,11211
27412,6,12360
27414,6,12367
27418,6,12368
27433,6,12373
27456,6,12358
27457,6,8539
27503,6,12397
27534,6,4156
27575,6,12426
27696,6,12286
27698,6,10716
27711,6,12418
27719,6,7391
27723,6,12430
27795,6,12532
27817,6,12523
27863,6,12560
27873,6,12560
27884,6,6588
27885,6,12573
27937,6,12589
28040,6,12633
28051,6,12473
28064,6,12632
28111,6,12633
28115,6,12630
28123,6,12659
28143,6,12683
28198,6,12709
28229,6,12690
28233,6,12720
28250,6,9108
28353,6,994
28361,6,8301
28366,6,12735
28391,6,11805
28494,6,12823
28501,6,12849
28507,6,12842
28515,6,12848
28518,6,12842
28524,6,12856
28534,6,12836
28546,6,12866
28625,6,12909
28647,6,12809
28680,6,12924
28711,6,12943
28721,6,8177
28762,6,12970
28833,6,13007
28842,6,12982
28881,6,13025
28886,6,10647
28977,6,13047
28986,6,11432
28987,6,2348
28989,6,1789
28990,6,9148
28991,6,9408
28992,6,2711
29018,6,13029
29024,6,13076
29061,6,12953
29071,6,13007
29182,6,13140
29214,6,13166
29356,6,13232
29361,6,13103
29369,6,13172
29371,6,13180
29395,6,13249
29412,6,13253
29414,6,13255
29416,6,13254
29449,6,13216
29463,6,13278
29465,6,13220
29469,6,5615
29471,6,13205
29478,6,13246
29492,6,13290
29519,6,13294
29541,6,13313
29605,6,13197
29623,6,12021
29624,6,12021
29625,6,12021
29653,6,12100
29655,6,13270
29672,6,13351
29680,6,13334
29682,6,12021
29686,6,13318
29730,6,13384
29732,6,11897
29774,6,13415
29800,6,13429
29802,6,13413
29835,6,13439
29848,6,13429
29866,6,13456
29867,6,13455
29880,6,13140
29885,6,13464
29890,6,9153
29908,6,13172
29909,6,13211
29975,6,13480
29977,6,13474
29998,6,12435
30000,6,6523
30032,6,13487
30036,6,13528
30053,6,13538
30054,6,11932
30055,6,3326
30056,6,375
30057,6,4552
30058,6,50
30059,6,10583
30061,6,9186
30062,6,3108
30064,6,11161
30065,6,375
30066,6,10583
30068,6,4153
30069,6,10829
30078,6,13541
30081,6,7654
30118,6,13545
30138,6,13567
30164,6,4444
30190,6,13351
30216,6,11781
30244,6,13197
30266,6,7043
30288,6,13620
30292,6,13455
30304,6,13629
30311,6,13636
30356,6,13652
30362,6,13658
30378,6,13648
30381,6,10402
30383,6,13639
30386,6,13645
30389,6,13666
30397,6,13666
30398,6,13648
30402,6,13674
30460,6,13691
30465,6,13695
30480,6,13706
30499,6,13655
30505,6,13648
30518,6,13726
30535,6,13730
30566,6,13745
30570,6,13737
30579,6,12020
30590,6,13036
30625,6,13636
30657,6,13774
30678,6,13776
30708,6,13792
30719,6,13497
30721,6,7805
30727,6,13809
30736,6,13807
30744,6,4232
30748,6,13790
30802,6,13840
30805,6,13768
30819,6,12988
30826,6,13790
30835,6,13545
30857,6,13869
30861,6,13869
30872,6,13870
30876,6,9135
30882,6,13875
30888,6,13863
30890,6,13872
